EX_pi_e,EX_mn2_e,EX_fe2_e,EX_glc__D_e,EX_zn2_e,EX_mg2_e,EX_ca2_e,EX_ni2_e,EX_cu2_e,EX_cobalt2_e,EX_mobd_e,EX_so4_e,EX_nh4_e,EX_k_e,EX_na1_e,EX_cl_e,EX_o2_e,EX_arg__L_e,EX_asn__L_e,EX_gln__L_e,growth rate,cost,production rate,n_batch,n_start,is pareto,n_candidates
3.6037439387901102,0.001,0.1,6.70580940484082,0.001,4.172116337528845,8.758734193790888,0.001,0.001,0.0001,0.0005,9.544390333913453,8.65401902934095,8.013806013120623,86.23970420760119,18.7651046741559,16.81843580757257,3.693859630783286,9.79829075743704,9.255573617599119,0.85,2692.366,0.014320623,100,50,False,15
9.115177618753018,0.001,0.1,6.982199781057616,0.001,3.772846754768472,1.4512468434572434,0.001,0.001,0.0001,0.0005,0.18986961816528924,6.088836897807846,11.106691087990905,72.46035593061984,14.087662576812166,11.765017176632824,6.5991120794849305,2.404001752343974,9.71164019852618,0.72349477,2072.3813,0.0,100,50,False,15
24.17436534925197,0.001,0.1,2.773600192063019,0.001,3.8353033189809107,6.167491745673778,0.001,0.001,0.0001,0.0005,6.213143420419186,8.264908856310488,19.488055292196787,63.818266400101095,15.29903707514926,15.031326045330974,7.17706641101874,1.1045000041056119,5.260654149052946,0.7783614,2337.5261,0.0,100,50,False,15
13.196847943955703,0.001,0.1,8.024643471342433,0.001,0.914085416265048,1.4451864747249887,0.001,0.001,0.0001,0.0005,9.978832558695261,3.200263067534088,6.6999520839728905,6.6665547138127,15.87337832955571,3.8612525441791967,5.200030879960675,9.960509571038326,9.463424949254222,0.53461623,2808.7998,0.0,100,50,False,15
15.99866894500619,0.001,0.1,9.81510125446834,0.001,9.072630338161904,5.916183413282402,0.001,0.001,0.0001,0.0005,3.2994567785376927,9.466720345300612,7.5467906096490855,13.846398403724558,6.011108756002324,6.637987324046042,3.3270719425093844,9.137075694883848,1.9684459354487427,0.74270844,2215.6829,0.0,100,50,False,15
9.263922765879151,0.001,0.1,2.702546250221507,0.001,7.37260732068593,6.716143765186155,0.001,0.001,0.0001,0.0005,7.95516565990369,8.098758520260445,1.1664951611322527,27.77448472250321,11.25071469678975,10.303279297362094,9.116886910639941,3.782359724767501,5.775149000465741,0.61413264,2113.05,0.0,100,50,False,15
39.48736003321145,0.001,0.1,5.268106276769656,0.001,8.594423665947822,5.1817153778783815,0.001,0.001,0.0001,0.0005,4.158986067930956,7.155487362026783,0.025177269434843996,59.288273576307645,7.245315015799532,14.861857909915424,2.1985708596924356,5.014254180542154,4.937535662502429,0.12898654,2348.9465,0.033976384,100,50,False,15
21.40158977028858,0.001,0.1,3.5355436944120875,0.001,3.1756537796334894,3.5811685697211058,0.001,0.001,0.0001,0.0005,1.9353052369291723,8.667044509781496,1.3519126292146066,67.48849726134284,16.700934548466087,12.095021084789606,2.1384710269204996,7.450373206441582,1.2794366486127984,0.70011324,1728.2706,0.0,100,50,False,15
5.28355491459061,0.001,0.1,5.399251007756557,0.001,7.194834801682993,6.374963306981404,0.001,0.001,0.0001,0.0005,3.153477846636271,5.687276802960147,13.273347759553092,38.21637768798606,14.701990267335363,19.58398195681512,8.136625397499436,4.90916561054606,5.76871778604065,0.85,2237.5337,0.0124138845,100,50,False,15
20.628849001342175,0.001,0.1,2.35689001335163,0.001,1.7608293045803403,2.365336691155192,0.001,0.001,0.0001,0.0005,3.817981577987053,3.5457824845413297,2.783213001447029,31.446485347998276,14.777001155817048,3.5449006607824107,3.3688988813336684,9.14431342112977,4.848843811253767,0.27509975,2212.2744,0.0,100,50,False,15
41.17500853243358,0.001,0.1,9.825551668876644,0.001,0.18218532824254674,8.087176518452834,0.001,0.001,0.0001,0.0005,5.205194368857908,0.3146385228594428,4.201402750431901,81.17690563115066,5.662370494010092,13.385386718743879,6.4298615822601635,2.2792418947284885,3.9726159056853936,0.85,2319.6135,0.007817838,100,50,False,15
45.07998030905122,0.001,0.1,4.373873715378337,0.001,6.193946338459179,4.903199581482908,0.001,0.001,0.0001,0.0005,2.6433278579410047,0.0674909488863118,19.59596533475021,49.63028925401177,8.046662124540516,6.284012375988759,8.308298946044347,9.20418061595706,5.262443477876456,0.5278385,3566.4023,0.0,100,50,False,15
14.031604173829109,0.001,0.1,3.1379947789874625,0.001,2.4590767524591186,0.10699409597121678,0.001,0.001,0.0001,0.0005,5.673466726451975,5.197067456699469,5.739706689108079,28.771723363742584,10.77170346687381,4.6976582532838185,8.740424171844891,8.935337562215805,9.246615045423432,0.38195547,2789.0486,0.0,100,50,False,15
2.5075027594405164,0.001,0.1,2.328688941586087,0.001,4.256409570823088,1.166656651739647,0.001,0.001,0.0001,0.0005,0.4542295609896885,8.60004256745224,16.53142234092361,51.28993272519047,13.232249346462424,5.301894577014494,2.968350083911353,4.676729194127674,7.833933375857755,0.36584783,1848.9381,0.0,100,50,False,15
18.57058533007539,0.001,0.1,8.172682421698171,0.001,2.0926465968674046,7.547667170876463,0.001,0.001,0.0001,0.0005,7.274712785582195,5.146403006076589,17.780162110032045,34.750416526622196,13.362559776898832,9.302957999952056,4.5801671095959495,3.7926942270974373,6.988213056920374,0.83848625,2437.0833,0.0,100,50,False,15
7.867148263461582,0.001,0.1,2.17011350262598,0.001,9.761712610691553,1.7287290013522505,0.001,0.001,0.0001,0.0005,5.18333874569317,0.40303076464206056,13.85695127090706,5.619484491304327,19.277547937959167,6.58350886498511,4.822975683432209,4.921083308988524,3.8725276823131773,0.4085342,1929.7732,0.0,100,50,False,15
23.195700573425025,0.001,0.1,4.38161350572909,0.001,4.169704990969191,0.8196088823495529,0.001,0.001,0.0001,0.0005,6.560595797832435,8.89602950817329,14.68328632935079,17.4366910664019,8.65180896431761,2.8049366790788066,9.1956784530718,4.392479122328956,0.6592340062996538,0.31949618,2185.5605,0.0,100,50,False,15
47.40308464877359,0.001,0.1,2.5605153150916062,0.001,3.030700144001396,5.1487768824265725,0.001,0.001,0.0001,0.0005,5.219905437402765,3.437332860047121,1.231008762524879,18.135940002881345,12.445482460057107,12.438856657323802,6.32479190181885,2.3436326283924656,3.0350978746708392,0.64643794,2305.2327,0.0,100,50,False,15
35.056076009436836,0.001,0.1,9.989667506945228,0.001,5.249015894722175,9.07322350754624,0.001,0.001,0.0001,0.0005,6.4921589281807925,3.433223595657815,9.333483015104274,94.63431552858881,8.779242059203547,11.267786227877366,1.446458803490026,1.8807398390074703,4.880397124294154,0.85,2175.6143,0.003165293,100,50,False,15
8.299656097822371,0.001,0.1,5.180023338906358,0.001,4.916051984704826,5.673575634265236,0.001,0.001,0.0001,0.0005,8.509854458722806,7.483820053304458,7.19504521177268,71.42996977430104,3.7632598292551367,17.19802223586955,7.3937652162309035,8.443183722971547,3.422027423404158,0.85,2294.3936,0.008031655,100,50,False,15
41.461368008897445,0.001,0.1,2.0751810324066544,0.001,0.5235748177659694,5.411941626571632,0.001,0.001,0.0001,0.0005,1.9866328935001454,8.736584592589574,4.056189443992475,81.2651391205466,17.07795850022633,9.420775916054456,9.342278253318486,0.6861250031478516,6.474699058653716,0.5258962,2456.065,0.0,100,50,False,15
48.243890892472685,0.001,0.1,7.528479715855741,0.001,0.9012890724242029,8.50922216250411,0.001,0.001,0.0001,0.0005,9.56565633631289,8.6202186088071,16.645364513528207,33.78803463696678,5.749521009656995,14.406588148670858,2.0839521623489574,6.184441188009307,2.395398604228993,0.85,2832.8723,0.006384056,100,50,False,15
46.77202923679075,0.001,0.1,3.63861169263384,0.001,9.673629647684585,0.956852699563514,0.001,0.001,0.0001,0.0005,5.067745561912038,6.166146527562884,3.2418763386811222,34.70415351999624,12.010573832541457,13.40272678442556,0.23427345002760447,6.351594169459088,0.11759262789825642,0.6003961,2163.9038,0.0,100,50,False,15
33.918810740862014,0.001,0.1,3.034063884709591,0.001,8.99118320627408,3.901543820766401,0.001,0.001,0.0001,0.0005,3.3001691006647125,5.10958821995671,5.835533747284516,60.47715242141113,5.301744727327198,8.701382714410478,7.189115816738047,8.505448185923022,8.027633593185136,0.57633203,3154.5369,0.0,100,50,False,15
29.789751693170167,0.001,0.1,6.439958951946437,0.001,8.726622919285097,6.409826952584172,0.001,0.001,0.0001,0.0005,5.973751441805909,9.245422886775822,14.053891204146954,45.28013969669807,7.617752173217307,0.7583476313677906,7.731259807300406,5.31815161220626,0.26696140052097195,0.25351527,2483.0413,0.0,100,50,False,15
32.98969514552545,0.001,0.1,9.784803542866156,0.001,3.1091123735124926,7.226465972492811,0.001,0.001,0.0001,0.0005,2.408144317550258,9.659281494508594,19.891945755262974,9.539807607041173,2.120820627925699,3.5519595580474217,7.447048604599052,7.638967544059523,9.20715761729656,0.5838993,3445.4573,0.0,100,50,False,15
10.65622599329863,0.001,0.1,8.625669989321118,0.001,3.9299144787974374,2.699617841124491,0.001,0.001,0.0001,0.0005,7.819891623009886,2.3335415925707856,13.064803198637296,61.16722543423757,3.193868336796286,15.34877751491981,5.3222676618248235,1.6583425185715017,7.937929853180009,0.85,1996.6959,0.0114896735,100,50,False,15
34.08657934375327,0.001,0.1,8.865798698307838,0.001,2.218338943005053,2.073113489550625,0.001,0.001,0.0001,0.0005,0.060221629867661663,4.80288829822224,8.448420516179233,9.137962584705539,3.57692488664473,14.093304182448998,8.625962327930113,3.0059192799244396,6.811018540461897,0.20944701,2506.176,0.0,100,50,False,15
30.27585092741065,0.001,0.1,1.885385116335823,0.001,0.36399995063851276,3.255603856486864,0.001,0.001,0.0001,0.0005,2.0864894172757484,7.433620650207651,6.006585452622238,19.642734388732375,2.3693699123081458,8.254204406726934,4.832545495506228,5.859156028152956,7.789281365974841,0.47938988,2454.4636,0.0,100,50,False,15
4.317088739988217,0.001,0.1,3.9879427748961493,0.001,9.066854514889823,2.825309374918421,0.001,0.001,0.0001,0.0005,8.038863534353144,5.6703662905428285,1.1919483981929835,35.37311760631716,17.899646419519836,3.322831310592287,1.0331217609181509,8.469119748209746,7.021564963826914,0.3236689,2024.2312,0.0,100,50,False,15
22.986944690963263,0.001,0.1,4.637554625625639,0.001,3.7192783229979884,8.72802454052872,0.001,0.001,0.0001,0.0005,8.051755569262202,7.89874143548364,17.690882547346135,62.384477516485504,5.122900383345634,15.230829562688093,9.541661078766698,3.4887551127072545,2.852083801483134,0.85,2506.8064,0.0010194936,100,50,False,15
46.82754045196889,0.001,0.1,2.365808244220841,0.001,3.01747559457744,9.70702469637744,0.001,0.001,0.0001,0.0005,2.0742480153863188,0.36289634584929287,6.004278290867298,93.37157100934866,6.232353448087958,9.725819115513307,1.7978214745973498,2.4749788785024607,9.006804853762144,0.582991,2596.0645,0.0,100,50,False,15
2.8298315711885733,0.001,0.1,7.815576332169349,0.001,3.938779381412094,2.0947214235702427,0.001,0.001,0.0001,0.0005,5.470583175813735,0.06279153499872736,12.889379998445987,20.137259001714213,1.186758094755025,9.456122788023503,5.485548904461728,7.266217853203615,1.2542211999058683,0.7968195,1728.6893,0.0,100,50,False,15
37.452825827698,0.001,0.1,3.870605856257746,0.001,0.7047621311153285,2.7584228460844695,0.001,0.001,0.0001,0.0005,2.360054944517118,0.4684870697955845,14.172710695457077,84.6280328735111,10.299899911010243,4.36921860849715,6.887353738895987,0.5144846257357483,3.1611967771398053,0.36603415,2066.4734,0.0,100,50,False,15
37.23897049418284,0.001,0.1,5.432817963521284,0.001,8.501204200940128,5.744180159122438,0.001,0.001,0.0001,0.0005,7.902188283943667,6.853510679883562,0.0,65.23954788082483,7.3883698494021015,14.944709868747637,1.9600182260058132,4.823363638182723,5.185667442571584,0.0,2363.821,0.039765052,100,50,False,15
2.4319794980790217,0.001,0.1,7.78901273258329,0.001,4.099735132116781,5.5961827297431626,0.001,0.001,0.0001,0.0005,9.27505486856237,0.0,10.415566202261065,82.85897844970364,8.343308492168765,15.367416177333993,1.2369230330929468,1.9836727630813253,5.917695858487445,0.85,1451.2678,0.008035011,100,50,False,15
0.0,0.001,0.1,8.729198788348754,0.001,0.0,0.778195507024344,0.001,0.001,0.0001,0.0005,4.894649890570345,2.9823552821496784,8.275721880448074,98.53084455039355,19.03342094248018,17.462483840103864,3.2998530841642766,0.0,0.0,0.0,618.2318,0.040671602,100,50,False,15
20.82007331179922,0.001,0.1,5.608814110238628,0.001,7.641538803682436,5.577946832973842,0.001,0.001,0.0001,0.0005,10.0,4.564968969968092,0.0,68.26301428440942,7.191730939832085,14.960561798828389,1.7648166833058023,2.135144807844766,4.185058830170632,0.0,1649.9862,0.03713055,100,50,False,15
11.59827714119586,0.001,0.1,6.2781539750217785,0.001,6.759418575683646,6.606052703386302,0.001,0.001,0.0001,0.0005,10.0,0.0,0.6156571000393094,79.43292962662957,8.121988717327694,14.970372548618817,1.3715831909689111,1.70983868065113,4.1639121885543515,0.85,1374.4889,0.0033853513,100,50,False,15
26.922637722206392,0.001,0.1,5.342846183421513,0.001,8.072152979660176,5.257282633115059,0.001,0.001,0.0001,0.0005,5.114846072500127,7.574927093068701,0.0,63.7688823461725,6.867445963236097,14.94185413233235,1.8945541019230587,2.8077506366980205,4.291779926691902,0.0,1789.1052,0.037222482,100,50,False,15
3.351258966779612,0.001,0.1,6.998954983544135,0.001,4.941623216649022,7.066871817461363,0.001,0.001,0.0001,0.0005,10.0,0.0,6.047782777988928,89.71539314658202,11.068367204054448,14.970991577603296,1.2227061939913244,0.10163674056353088,4.130468664328876,0.85,1121.2124,0.0032806408,100,50,False,15
0.0,0.001,0.1,10.0,0.001,0.0,2.4681279066801283,0.001,0.001,0.0001,0.0005,8.181297958084981,0.0,8.067421501484528,100.0,3.5106546359708126,13.120480624824516,0.0,0.0,0.0,0.0,457.20374,0.0,100,50,False,15
18.814535591868122,0.001,0.1,6.319405339034571,0.001,6.805989864243181,3.641233805111513,0.001,0.001,0.0001,0.0005,10.0,0.0,4.769862237723301,73.15869152866826,6.865609717269809,15.072686715033253,1.3600575137962811,2.5302268853108947,4.867515260381933,0.85,1705.8499,0.0045409114,100,50,False,15
0.0,0.001,0.1,9.228898304458234,0.001,0.0,4.607974301138093,0.001,0.001,0.0001,0.0005,5.2264318837450565,5.088411824727055,8.878177083619216,93.86539335527706,20.0,17.47999036478174,5.76064748674728,0.0,8.99750279008902,0.0,1593.2621,0.050712664,100,50,False,15
0.0,0.001,0.1,6.28615545963183,0.001,5.519002428680697,5.08236699137674,0.001,0.001,0.0001,0.0005,10.0,0.0,2.6276907393074733,76.81707533052179,6.196199095890453,14.940018810039685,1.324605555468041,0.0,2.7280108946709802,0.0,810.5632,0.030267537,100,50,False,15
10.291817402584021,0.001,0.1,1.3109974010693304,0.001,5.665908768226446,1.4210313555512526,0.001,0.001,0.0001,0.0005,9.227712135846028,5.13642910625589,0.04550091999807001,56.93329059432617,16.328538974665815,15.019360516818434,3.544221585182271,3.2634913930979565,2.164311979903035,0.23310733,1324.7871,0.014554109,100,50,False,15
0.6182859815575643,0.001,0.1,6.897915008338577,0.001,2.851692039441219,3.1017508117371584,0.001,0.001,0.0001,0.0005,8.296228994760327,0.0,6.507323803015384,48.435269701663536,12.29581364150494,15.595535978841703,1.5826045456265303,10.0,5.657280232864919,0.6409559,1990.719,0.019626684,100,50,False,15
40.32613188027597,0.001,0.1,5.479844898084896,0.001,6.031853472711241,5.7034965818079275,0.001,0.001,0.0001,0.0005,8.362540602623977,0.0,6.272768186312588,45.03344315741897,5.244748081556661,14.637030829491405,7.474192085055292,8.688630929854227,7.949119679912186,0.85,3414.6887,0.0067036003,100,50,False,15
0.0,0.001,0.1,8.913217014629538,0.001,2.849148800472136,4.605541116157553,0.001,0.001,0.0001,0.0005,7.4533258771039,0.2619820172775788,13.944328715170018,79.04353259068371,14.569568023188177,16.28886421875538,0.0,4.336357520044788,2.0602417664600923,0.0,1253.5009,0.03687885,100,50,False,15
0.8374954401959175,0.001,0.1,9.160956718806442,0.001,0.0,3.20215946071074,0.001,0.001,0.0001,0.0005,4.8020696026461644,4.551327312303972,8.511502470491086,97.70035427587113,19.966166617354897,17.909204326029194,4.156162984828096,0.0,5.703689278081544,0.0,1206.7433,0.048412032,100,50,False,15
3.8300248989826113,0.001,0.1,6.405216768651385,0.001,1.0758280701342933,6.038639107323146,0.001,0.001,0.0001,0.0005,8.798608857642144,3.422665034857075,3.6543107036951064,75.71048987951761,6.545353807737055,15.941721742384145,0.0,0.0,0.0,0.2963963,545.8198,0.0,100,50,False,15
3.8265199794808415,0.001,0.1,7.740181385471625,0.001,0.0,5.599847880575633,0.001,0.001,0.0001,0.0005,4.6422067458111,4.261982526538632,8.65874071400396,92.60603640254686,20.0,17.661717038628872,0.0,0.0,0.0,4.239118e-18,596.3944,0.011611039,100,50,False,15
5.726357247549648,0.001,0.1,6.154540254251236,0.001,2.3763874032636383,4.45270359360853,0.001,0.001,0.0001,0.0005,3.9495265473772756,5.474603524400903,4.521914918567799,42.68375798553438,1.515652374299087,15.274073948402641,6.50592289991345,0.142827171101647,4.979874659187358,0.85,1312.7748,0.0040147854,100,50,False,15
22.17911270245243,0.001,0.1,4.802796101194706,0.001,0.8502044874562495,0.0,0.001,0.001,0.0001,0.0005,10.0,6.5938103116240185,0.0,76.45966350159564,7.364421015002678,17.896299277303058,0.0,0.0,0.0,0.0,810.6759,0.016042404,100,50,False,15
2.778054245596082,0.001,0.1,7.311093438118742,0.001,6.955407913846967,6.977186666555546,0.001,0.001,0.0001,0.0005,10.0,2.2128479907425613e-05,5.52989714451361,90.27697943361436,5.955357928857233,14.317881966822462,1.6061770778629827,0.562168617085178,6.874384799895344,0.85,1407.1637,0.005114536,100,50,False,15
4.378362372493928,0.001,0.1,5.872734209338389,0.001,0.6523573311258382,3.959164563512607,0.001,0.001,0.0001,0.0005,8.845841034109199,4.242123702314621,0.0,69.27683745198972,6.699820173883754,16.433940066700618,0.0,0.0,0.0,0.0,437.1322,0.011553973,100,50,False,15
16.68907443142734,0.001,0.1,5.291650295156959,0.001,2.124674343398313,0.6912545326572322,0.001,0.001,0.0001,0.0005,9.971350737571477,6.297612390098872,0.0,63.82319810879192,7.205137081613056,17.089130397524446,0.0,0.0,0.0,1.0714932e-16,720.6012,0.01746055,100,50,False,15
3.753345502900894,0.001,0.1,5.043071889558027,0.001,0.0,0.0,0.001,0.001,0.0001,0.0005,8.76928954615526,0.08719263770619937,8.930414766593707,91.9111750338913,15.33632320681546,19.68673909723169,0.0,1.2080700545197227,0.0,7.887983e-31,639.8252,0.0065574474,100,50,False,15
3.8213171395444387,0.001,0.1,7.847088581146623,0.001,1.2902589500502204,6.297662137330116,0.001,0.001,0.0001,0.0005,6.089413903043711,4.431612741897059,9.602774384443233,87.02902270219055,20.0,17.270966795189242,4.724548166971579,3.2112949529631067,7.6145258875513715,0.85,1880.7814,0.013840794,100,50,False,15
2.975913393765911,0.001,0.1,6.592094951207976,0.001,4.265984825696939,6.685362069906377,0.001,0.001,0.0001,0.0005,10.0,0.5255125121170346,3.8688920776879803,79.95779932768559,4.881021758507203,14.640187107635468,1.3775753289808095,0.0,4.570948623735934,0.85,1062.5728,0.002325185,100,50,False,15
4.143525995121678,0.001,0.1,9.002458445409712,0.001,0.0,5.20666406704667,0.001,0.001,0.0001,0.0005,4.92744117414494,4.588903409757685,8.902234744187233,94.54605511868259,20.0,17.569354905980145,3.4910214472622543,0.0,5.169914932662377,0.0,1246.4738,0.046946228,100,50,False,15
5.387451590498738,0.001,0.1,6.918767728163041,0.001,4.208519645284082,2.0211110740828664,0.001,0.001,0.0001,0.0005,2.0381881997280376,1.6351987611749133,2.548554710976302,45.097792764550235,13.650966982212458,19.78187440673175,0.08718313407586395,0.011994867230625799,0.0,0.16541146,442.79132,0.0,100,50,False,15
1.9156365764925027,0.001,0.1,9.908942686409492,0.001,5.125197602687358,0.0,0.001,0.001,0.0001,0.0005,3.8148477559300047,0.0,18.795111130172888,84.03042092303174,13.749856201240204,17.391221690748605,0.0,0.8058215854543558,0.0,0.0,800.6686,0.003995121,100,50,False,15
10.845733457330638,0.001,0.1,8.41416446372331,0.001,8.594181915831351,3.738397274879243,0.001,0.001,0.0001,0.0005,7.898874998305107,4.250334935494017,10.837562926486498,90.71662523237494,9.016420824132398,20.0,2.3488312655917696,2.0068371014840864,0.0006032158379229709,0.85,1301.0327,0.009820543,100,50,False,15
13.60518023637809,0.001,0.1,8.873131505617941,0.001,3.11483608897621,5.06176189910363,0.001,0.001,0.0001,0.0005,6.369311869251815,0.7741234330053554,13.888349323749232,79.88929926410796,10.881081397303134,16.931082966738966,0.0,1.9059200110054928,1.415332531805226,0.6661795,1276.1918,0.0,100,50,False,15
14.657258213336863,0.001,0.1,9.18531610994424,0.001,0.0,3.4927224010719464,0.001,0.001,0.0001,0.0005,5.024566323037663,4.0728222382093975,8.715111581304111,96.45974658544765,19.781562162139583,17.602860488570904,4.111408937463872,0.0,0.0,0.0,1081.7142,0.04326792,100,50,False,15
7.555655112791916,0.001,0.1,9.238010705695205,0.001,0.2613884680418753,8.191118053099363,0.001,0.001,0.0001,0.0005,5.4565139653381225,0.0,8.707593015892224,91.12174362565489,13.622117556922948,17.349101551566136,0.0,0.8302046414522507,3.6395141888740588,0.8071696,1097.9722,0.0,100,50,False,15
6.054365260225857,0.001,0.1,5.32328067882545,0.001,8.317037097794435,8.904207825053494,0.001,0.001,0.0001,0.0005,7.410216731342421,5.8975751327804184,0.0,71.59863930899738,6.175682398146614,14.577636144574932,0.0,0.0,0.0,0.0,685.02026,0.016311018,100,50,False,15
6.196205392767017,0.001,0.1,9.213165178528156,0.001,0.11772135653726319,6.2272076817633595,0.001,0.001,0.0001,0.0005,5.011694493681956,3.6815269002563444,8.785660199760208,93.05762774063031,18.738402169223423,17.510522288580134,1.4357063979608933,4.001682016310338,7.459952115891671,0.85,1739.1743,0.016731849,100,50,False,15
7.189304904417471,0.001,0.1,5.723519835773783,0.001,6.46065971760322,8.854065427433948,0.001,0.001,0.0001,0.0005,7.232701139052315,0.03275858619910209,2.4485625732199088,81.88016585145567,2.4563150159730234,13.097947944198625,0.0,0.002687736677164439,3.817010117531713,0.6898375,999.57434,0.0,100,50,False,15
