EX_pi_e,EX_glc__D_e,EX_mg2_e,EX_ca2_e,EX_so4_e,EX_nh4_e,EX_k_e,EX_cl_e,EX_o2_e,EX_arg__L_e,EX_asn__L_e,EX_gln__L_e,growth rate,medium cost,production rate,is pareto
21.115153022439433,4.764925956340223,3.304164037273706,9.470469043522266,7.3570906098527065,1.991327983066118,15.546594788394883,12.387449352209483,0.35813528690723295,6.053701009621611,5.596844264960356,1.1183258928152462,0.17503867,2268.4001,0.0,False
0.7009543058308698,3.422065417852315,1.0951125134497264,0.7975724647024851,7.739521468868867,4.115344323469548,15.279778448139327,3.239983264690025,1.4104375788816093,7.5213807679510944,6.7576719068324955,2.8763749901796976,0.19781771,1914.9448,0.0,False
5.345105965309072,4.836082706157154,0.2459108193311832,3.2888108545257735,7.829918269315611,5.887564878219422,1.079977082649095,19.66474004428088,2.803705836093695,5.805418532790108,9.385192206738092,7.588611678053935,0.3415061,2354.9429,0.0,False
0.15563971520543007,2.549621785080936,2.5389882875607506,2.7255744684833925,8.822342602555098,8.558596346867766,7.749968515283252,12.233047594687154,9.932944813928934,1.4950939185666512,8.74662956526299,7.594422790363611,0.16134638,2089.004,0.018358868,False
16.059392030954246,4.955620909029658,6.671475738793343,5.064185632334724,6.685362528123326,6.3245204352878615,8.724885704863084,12.708540845286763,10.834627260072802,5.8287786350372475,2.962769189044958,0.7278203130231753,0.6779886,1735.8878,0.0,False
39.21081557977706,6.266514682365202,8.085305967682071,8.145967832154975,7.197335911616331,5.631918499781268,19.86996837890317,15.33758538463476,0.3769525352038161,1.2171955043047256,3.0284343601129105,5.08684087186227,0.19384678,2687.783,0.0,False
31.690795244133263,8.28167630107729,9.840037574140439,2.829043940370836,8.56229903174582,8.095527771992025,18.129538394012023,7.305227195543392,5.817189084308911,7.346219546638112,6.430996292751385,7.182390609622306,0.6764139,3314.333,0.0,False
24.07991140520545,3.237092814738173,2.580202612458576,5.832036091083087,3.416189648901431,7.072777620630349,7.296307025126536,17.41627495728779,13.804028929150075,6.615235777059171,1.27600559079742,8.936624389672389,0.80019593,2325.6099,0.0,False
27.8510488279742,5.625821865835062,7.185614102084602,5.933411426281095,6.25812159056415,5.428246400614936,3.29536733539868,0.10992666641694182,10.076994620507412,2.3777233481260938,3.7348045357063695,4.449333791596218,0.734936,2033.6572,0.0,False
16.668899034280056,6.200117773256081,4.00448611406703,6.720074430610902,8.323033275372499,3.676381531363341,19.125712887583468,12.994951629461216,15.366996476954746,4.0104205781897555,4.8128732876573475,3.6623511383305285,0.85,2257.1372,0.005464782,False
40.47381772674667,9.387760821762193,4.73379077960856,8.71563338341176,1.5292840829827747,1.4701759259842184,3.1007082174289535,14.181104542865494,3.998534537611931,6.573881125323987,0.03933653133102455,9.600912828573625,0.5614968,2596.5725,0.0,False
12.54857649722937,6.031433646419052,4.500139581617217,2.103412997099039,1.7659728767113525,2.939588466171635,7.149484089764289,18.97226164325522,11.224972323395061,6.5434308173332125,7.01563442269472,7.442610902346582,0.85,2384.4631,0.0010992297,False
27.02387816987412,3.7263071152557425,6.113481650557864,0.07269658212710861,0.1361503314930057,2.4197333658076214,4.462916180525289,13.580038083721108,12.1033487691988,0.02947535322043282,5.939574407314976,9.693469063625074,0.5105005,2273.2256,0.0,False
25.67925168787118,9.777530092645426,5.210000978851389,4.466071511277737,3.296523343846073,9.084607939110978,7.364362907703244,17.584876807993666,3.6662357409518043,7.883746154759321,8.228873171391417,6.757495065410914,0.5965347,3008.7861,0.0,False
38.81779162836845,4.987951598475749,6.261965146620864,3.782244165172688,8.136500302203448,6.564973860169776,11.683928211306345,15.473457435737199,11.76554180978254,7.475913472472614,8.866261588201684,1.4525923825233367,0.7866362,3046.3386,0.0,False
37.866142028175446,9.212793661796919,5.067255316226406,3.065589566062142,6.9661469306042,9.903971470940483,9.02577522127653,8.451291597267481,16.99579458540484,8.951275764374794,2.6399644110118805,7.982601284620994,0.85,2990.746,0.016416946,False
