growth_rate,cost,is_pareto,n_batch,n_start,n_candidates
0.76230013,150.98378,True,30,30,10
0.82720625,172.69759,False,30,30,10
0.5590475,233.45668,False,30,30,10
0.5723399,116.26071,False,30,30,10
0.46385756,98.46441,True,30,30,10
0.82606673,170.43056,False,30,30,10
0.7941776,157.58554,True,30,30,10
0.7359745,146.38484,True,30,30,10
0.22687832,55.625805,True,30,30,10
0.3168067,72.2894,True,30,30,10
0.7575579,150.03262,True,30,30,10
0.21399805,56.941105,False,30,30,10
0.7677781,154.0496,False,30,30,10
0.77541345,153.40382,True,30,30,10
0.83261365,234.06532,False,30,30,10
0.42824498,92.9816,True,30,30,10
0.2539721,63.641266,True,30,30,10
0.74323356,148.2084,True,30,30,10
0.6340396,128.85356,False,30,30,10
0.39224002,86.19902,True,30,30,10
0.83261365,329.5273,False,30,30,10
0.7337371,146.18515,True,30,30,10
0.83261365,236.07715,False,30,30,10
0.5681093,599.8276,False,30,30,10
0.19311284,142.49544,False,30,30,10
0.7054318,139.72528,True,30,30,10
0.7553343,150.35168,False,30,30,10
0.6829794,139.76373,False,30,30,10
0.78668666,171.38817,False,30,30,10
0.7392893,147.61401,True,30,30,10
0.77886504,154.70663,True,30,30,10
0.57480556,117.545296,False,30,30,10
0.24745214,59.63956,True,30,30,10
0.83261365,176.0223,False,30,30,10
0.63457537,129.4988,False,30,30,10
0.4750446,99.563255,True,30,30,10
0.79632926,159.54842,False,30,30,10
0.5175579,107.39676,True,30,30,10
0.54956055,112.22215,True,30,30,10
0.53407395,110.05228,False,30,30,10
0.83261365,323.7351,False,30,30,10
0.70003676,139.49832,True,30,30,10
0.5720048,117.4163,False,30,30,10
0.79158366,156.75587,True,30,30,10
0.80011445,160.12163,False,30,30,10
0.80536187,161.6276,False,30,30,10
0.7716439,153.52211,False,30,30,10
0.048384972,28.431303,True,30,30,10
0.6151906,125.719444,False,30,30,10
0.77243835,153.70157,False,30,30,10
0.77483106,155.0474,False,30,30,10
0.7773686,154.06442,True,30,30,10
0.7422313,148.15855,True,30,30,10
0.83256525,171.47691,False,30,30,10
0.66678596,140.23468,False,30,30,10
0.83261365,173.2459,False,30,30,10
0.83201605,172.01935,False,30,30,10
0.60244614,122.06881,True,30,30,10
0.7416472,160.5764,False,30,30,10
0.5574137,114.2442,False,30,30,10
0.68333936,220.58028,False,30,30,10
0.7724744,152.9274,True,30,30,10
0.7964971,158.05032,True,30,30,10
0.0807966,28.622915,True,30,30,10
0.81537056,163.35619,True,30,30,10
0.8018318,159.8473,False,30,30,10
0.21382661,51.96465,True,30,30,10
0.680568,136.77937,True,30,30,10
0.6981819,139.51082,False,30,30,10
0.64396316,130.04857,False,30,30,10
0.53765064,109.54897,True,30,30,10
0.6238587,125.65882,True,30,30,10
0.8315841,171.16193,False,30,30,10
0.83261365,170.61794,True,30,30,10
0.80916595,161.3457,True,30,30,10
0.64317524,128.9422,True,30,30,10
0.6166681,123.769,True,30,30,10
0.83126426,318.50354,False,30,30,10
0.6429764,128.83786,True,30,30,10
0.83261365,327.34995,False,30,30,10
0.0,44.508,False,30,30,10
0.5742728,115.7028,True,30,30,10
0.595244,118.87996,True,30,30,10
0.75433046,148.94926,True,30,30,10
0.83261365,207.58861,False,30,30,10
0.8035488,159.5842,True,30,30,10
0.83261365,172.42068,False,30,30,10
0.5968484,119.435036,True,30,30,10
0.83261365,171.28822,False,30,30,10
0.83261365,269.36655,False,30,30,10
0.46341985,96.11014,True,30,30,10
0.83261365,170.273,True,30,30,10
0.8168484,168.86449,True,30,30,10
0.3918354,83.85116,True,30,30,10
0.6512945,129.26059,True,30,30,10
0.58318466,117.292725,True,30,30,10
0.8138815,162.83717,True,30,30,10
0.36978036,146.55313,False,30,30,10
0.8218783,169.21382,True,30,30,10
0.56291384,113.97868,True,30,30,10
0.83261365,443.58148,False,30,30,10
0.8016437,159.27686,True,30,30,10
0.75190943,148.41005,True,30,30,10
0.8324302,169.729,True,30,30,10
0.81521875,163.95479,False,30,30,10
0.6584005,184.3527,False,30,30,10
2.854693e-17,86.56942,False,30,30,10
0.0062630577,156.56792,False,30,30,10
0.8118375,172.96635,False,30,30,10
0.6046612,192.15364,False,30,30,10
0.17135875,114.77929,False,30,30,10
