growth_rate,cost,is_pareto,n_batch,n_start,n_candidates,init_growth_rate,init_cost
0.7447812854218784,3177.93008917399,False,100,50,15,0.85,2210.8624803400003
0.28513229176425975,3331.909966795397,False,100,50,15,0.85,2210.8624803400003
0.43668370264006756,2829.381170920556,False,100,50,15,0.85,2210.8624803400003
0.42655974810365715,1651.6179445561436,False,100,50,15,0.85,2210.8624803400003
0.8364328607747767,2475.2484351714656,False,100,50,15,0.85,2210.8624803400003
0.85,2068.3457218997,False,100,50,15,0.85,2210.8624803400003
0.85,2042.0672680402208,False,100,50,15,0.85,2210.8624803400003
0.7163727487481509,1954.4700148945572,False,100,50,15,0.85,2210.8624803400003
0.85,3377.652396969866,False,100,50,15,0.85,2210.8624803400003
0.85,1989.1555187296951,False,100,50,15,0.85,2210.8624803400003
0.7297436803430615,2671.2623817595304,False,100,50,15,0.85,2210.8624803400003
0.7193286016784475,2260.2005540040564,False,100,50,15,0.85,2210.8624803400003
0.21501019641157074,3251.0783645414804,False,100,50,15,0.85,2210.8624803400003
0.85,2997.270923200467,False,100,50,15,0.85,2210.8624803400003
0.85,1980.282172047478,False,100,50,15,0.85,2210.8624803400003
0.3163245136062767,3521.020175309674,False,100,50,15,0.85,2210.8624803400003
0.7478297933671407,1336.6388073881064,False,100,50,15,0.85,2210.8624803400003
0.85,2849.340936174911,False,100,50,15,0.85,2210.8624803400003
0.85,2505.596412166783,False,100,50,15,0.85,2210.8624803400003
0.40920249395035235,1077.71518325856,False,100,50,15,0.85,2210.8624803400003
0.33899192509183446,2199.3200748031195,False,100,50,15,0.85,2210.8624803400003
0.316836979015174,2721.5400306655556,False,100,50,15,0.85,2210.8624803400003
0.85,1892.8461497991514,False,100,50,15,0.85,2210.8624803400003
0.6584541050116146,1807.2115910645375,False,100,50,15,0.85,2210.8624803400003
0.7236311308521827,2229.5130809748784,False,100,50,15,0.85,2210.8624803400003
0.85,2377.2247548199257,False,100,50,15,0.85,2210.8624803400003
0.8194795125365495,2440.324374644454,False,100,50,15,0.85,2210.8624803400003
0.31612626728174426,2972.056446184875,False,100,50,15,0.85,2210.8624803400003
0.85,3725.8420589413104,False,100,50,15,0.85,2210.8624803400003
0.85,2631.8668983650487,False,100,50,15,0.85,2210.8624803400003
0.30429423207999157,1434.2726144513138,False,100,50,15,0.85,2210.8624803400003
0.5205107207727201,2830.74926529874,False,100,50,15,0.85,2210.8624803400003
0.840162919737918,2933.1256278312994,False,100,50,15,0.85,2210.8624803400003
0.85,2374.4987876811238,False,100,50,15,0.85,2210.8624803400003
0.5409803060838789,2163.187787957111,False,100,50,15,0.85,2210.8624803400003
0.85,2794.07706575486,False,100,50,15,0.85,2210.8624803400003
0.8303746876222601,2198.3313022748575,False,100,50,15,0.85,2210.8624803400003
0.35719258259929554,2056.703595848988,False,100,50,15,0.85,2210.8624803400003
0.7461592497314135,2475.335502135149,False,100,50,15,0.85,2210.8624803400003
0.85,2179.2898861465956,False,100,50,15,0.85,2210.8624803400003
0.8383922336987312,2132.2369026526558,False,100,50,15,0.85,2210.8624803400003
0.85,2929.242706435366,False,100,50,15,0.85,2210.8624803400003
0.618050675182555,2327.1789165669247,False,100,50,15,0.85,2210.8624803400003
0.11535492871907949,2567.53571621547,False,100,50,15,0.85,2210.8624803400003
0.4106194599613487,901.9079824650399,False,100,50,15,0.85,2210.8624803400003
0.794624134478855,2457.5169686195727,False,100,50,15,0.85,2210.8624803400003
0.4960817217920777,1933.5075518505494,False,100,50,15,0.85,2210.8624803400003
0.85,2255.357045655993,False,100,50,15,0.85,2210.8624803400003
0.14424211804581535,2724.879668356222,False,100,50,15,0.85,2210.8624803400003
0.6339074147855033,1441.6152306660301,False,100,50,15,0.85,2210.8624803400003
0.0,756.7980801119191,False,100,50,15,0.85,2210.8624803400003
6.912866073045726e-14,208.81596727308565,True,100,50,15,0.85,2210.8624803400003
2.0017129431615812e-14,727.3227759113071,False,100,50,15,0.85,2210.8624803400003
0.0,51.87058778963802,False,100,50,15,0.85,2210.8624803400003
0.0,2497.890256239478,False,100,50,15,0.85,2210.8624803400003
0.0,530.8097578129305,False,100,50,15,0.85,2210.8624803400003
0.0,267.64983044507466,False,100,50,15,0.85,2210.8624803400003
0.85,2042.709287193809,False,100,50,15,0.85,2210.8624803400003
0.0,80.98347999990267,False,100,50,15,0.85,2210.8624803400003
0.85,3101.412465816619,False,100,50,15,0.85,2210.8624803400003
0.0,362.8058846079768,False,100,50,15,0.85,2210.8624803400003
0.85,939.6964226119095,False,100,50,15,0.85,2210.8624803400003
0.508442998355533,1384.9235562128492,False,100,50,15,0.85,2210.8624803400003
0.85,2663.608238412917,False,100,50,15,0.85,2210.8624803400003
0.0,124.73624441135911,False,100,50,15,0.85,2210.8624803400003
0.0,70.4675469388448,False,100,50,15,0.85,2210.8624803400003
0.0,12.01259911095097,False,100,50,15,0.85,2210.8624803400003
0.0,287.51870518982366,False,100,50,15,0.85,2210.8624803400003
0.0,40.37885644933114,False,100,50,15,0.85,2210.8624803400003
0.0,83.40329307925116,False,100,50,15,0.85,2210.8624803400003
0.0,1750.8098432522077,False,100,50,15,0.85,2210.8624803400003
0.0,1216.1329544602524,False,100,50,15,0.85,2210.8624803400003
0.0,80.68996603466046,False,100,50,15,0.85,2210.8624803400003
0.0,262.05937631639165,False,100,50,15,0.85,2210.8624803400003
0.730750953800072,1963.4267257706526,False,100,50,15,0.85,2210.8624803400003
0.0,1880.6625972338798,False,100,50,15,0.85,2210.8624803400003
0.0,8.024671873612867,False,100,50,15,0.85,2210.8624803400003
0.0,426.4035928667869,False,100,50,15,0.85,2210.8624803400003
0.0,115.26792548451985,False,100,50,15,0.85,2210.8624803400003
0.4196488710741119,1450.9578943572403,False,100,50,15,0.85,2210.8624803400003
0.0,152.32005073077372,False,100,50,15,0.85,2210.8624803400003
0.5873151303853829,1674.6466814837347,False,100,50,15,0.85,2210.8624803400003
2.9433050642906296e-14,750.080125666807,False,100,50,15,0.85,2210.8624803400003
0.14376743406241557,1389.1101511771324,False,100,50,15,0.85,2210.8624803400003
0.0,315.31137941364744,False,100,50,15,0.85,2210.8624803400003
0.0,348.38835984794764,False,100,50,15,0.85,2210.8624803400003
0.0,204.86565665702426,False,100,50,15,0.85,2210.8624803400003
5.437575263076611e-14,847.778511650324,False,100,50,15,0.85,2210.8624803400003
0.7611492081142855,2855.9737434120784,False,100,50,15,0.85,2210.8624803400003
0.7954959604341658,1935.5479419775781,False,100,50,15,0.85,2210.8624803400003
0.5578333208722664,1602.096730454361,False,100,50,15,0.85,2210.8624803400003
0.41107478851976215,874.1224358097027,False,100,50,15,0.85,2210.8624803400003
0.7554469474247018,1069.3596043553528,False,100,50,15,0.85,2210.8624803400003
0.030067316562861785,954.0422499990188,False,100,50,15,0.85,2210.8624803400003
0.6129193470827571,1399.110835428195,False,100,50,15,0.85,2210.8624803400003
0.0,295.98644618379404,False,100,50,15,0.85,2210.8624803400003
0.0,367.3054673843147,False,100,50,15,0.85,2210.8624803400003
0.85,2372.408582515267,False,100,50,15,0.85,2210.8624803400003
0.85,2998.2274450694927,False,100,50,15,0.85,2210.8624803400003
0.85,1799.093136738622,False,100,50,15,0.85,2210.8624803400003
0.0,875.3790640455768,False,100,50,15,0.85,2210.8624803400003
0.0,246.36820399185106,False,100,50,15,0.85,2210.8624803400003
0.0,1077.1261241034267,False,100,50,15,0.85,2210.8624803400003
0.85,1627.8424919674806,False,100,50,15,0.85,2210.8624803400003
0.0009319672453007363,1663.5270045348323,False,100,50,15,0.85,2210.8624803400003
0.85,1001.8685038271509,False,100,50,15,0.85,2210.8624803400003
0.7081632463239165,1161.4202120498428,False,100,50,15,0.85,2210.8624803400003
0.6397062493083759,1919.36247421242,False,100,50,15,0.85,2210.8624803400003
0.0,190.7711909581619,False,100,50,15,0.85,2210.8624803400003
0.0,368.70752055191934,False,100,50,15,0.85,2210.8624803400003
2.2300880109874205e-16,284.05633240307276,False,100,50,15,0.85,2210.8624803400003
0.0,1021.2564375960164,False,100,50,15,0.85,2210.8624803400003
0.0,473.17551974005806,False,100,50,15,0.85,2210.8624803400003
3.2763879927897406e-14,579.695729731397,False,100,50,15,0.85,2210.8624803400003
0.65154785101368,1288.1172652815792,False,100,50,15,0.85,2210.8624803400003
0.0,1476.8992937768696,False,100,50,15,0.85,2210.8624803400003
0.0,411.6816794827071,False,100,50,15,0.85,2210.8624803400003
0.0,560.7935407412152,False,100,50,15,0.85,2210.8624803400003
0.7902511430127167,943.3851767283181,False,100,50,15,0.85,2210.8624803400003
0.3518832958930845,849.5907160836524,False,100,50,15,0.85,2210.8624803400003
0.7859998145882997,1135.8905986009295,False,100,50,15,0.85,2210.8624803400003
0.0,338.32726944608663,False,100,50,15,0.85,2210.8624803400003
8.310129522764528e-06,1304.236137645267,False,100,50,15,0.85,2210.8624803400003
0.6279506498879274,612.6118397325686,False,100,50,15,0.85,2210.8624803400003
0.20393792549018042,1724.2130497279186,False,100,50,15,0.85,2210.8624803400003
0.0,236.89370587183623,False,100,50,15,0.85,2210.8624803400003
0.0,321.4901177926611,False,100,50,15,0.85,2210.8624803400003
4.532320067360913e-14,255.2601902254666,False,100,50,15,0.85,2210.8624803400003
0.85,2038.035405207203,False,100,50,15,0.85,2210.8624803400003
0.85,1422.8855636970175,False,100,50,15,0.85,2210.8624803400003
0.85,1420.5606491703304,False,100,50,15,0.85,2210.8624803400003
0.3779342230039469,702.5015653670689,False,100,50,15,0.85,2210.8624803400003
0.7082043183458341,1392.6789996284074,False,100,50,15,0.85,2210.8624803400003
0.85,1945.7766057445194,False,100,50,15,0.85,2210.8624803400003
5.427701546050075e-16,694.4999160047729,False,100,50,15,0.85,2210.8624803400003
0.85,1421.1100885680005,False,100,50,15,0.85,2210.8624803400003
0.7296349151474655,1328.4891671093185,False,100,50,15,0.85,2210.8624803400003
0.36018974525906783,552.9070346052864,False,100,50,15,0.85,2210.8624803400003
0.0,487.1823986975239,False,100,50,15,0.85,2210.8624803400003
0.85,1307.949620801607,False,100,50,15,0.85,2210.8624803400003
0.0,986.5663965214878,False,100,50,15,0.85,2210.8624803400003
0.0,342.59107511166184,False,100,50,15,0.85,2210.8624803400003
0.39793081613253395,1270.4406759760507,False,100,50,15,0.85,2210.8624803400003
0.0,464.03072262845933,False,100,50,15,0.85,2210.8624803400003
0.0,942.6877911257627,False,100,50,15,0.85,2210.8624803400003
0.40585709497959377,848.857761165337,False,100,50,15,0.85,2210.8624803400003
0.5795965045439472,880.8646328556775,False,100,50,15,0.85,2210.8624803400003
0.85,1459.0684561653388,False,100,50,15,0.85,2210.8624803400003
0.20634768491224068,788.3413441495746,False,100,50,15,0.85,2210.8624803400003
0.85,2042.8232709375432,False,100,50,15,0.85,2210.8624803400003
