cost,production,is_pareto,n_batch,n_start,n_candidates,init_cost,init_production
2746.017849774331,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
3340.2174071505137,0.00498035043336265,False,100,50,15,2210.8624803400003,0.021073837077251308
2202.46500711237,0.00128082312247942,False,100,50,15,2210.8624803400003,0.021073837077251308
3088.9685425918697,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
2658.0167591711925,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
3171.441670276658,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
2637.5556607000694,0.003198807967887984,False,100,50,15,2210.8624803400003,0.021073837077251308
2534.639359528552,0.0041311694138739235,False,100,50,15,2210.8624803400003,0.021073837077251308
2185.330692814396,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
1906.1203815836436,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
1231.4599357169384,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
1815.7370637166957,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
2914.26691504444,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
2176.7633839581167,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
3088.1314048116888,0.0004718945652088063,False,100,50,15,2210.8624803400003,0.021073837077251308
1730.1040345159804,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
2649.962949844169,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
2423.5849564720606,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
1549.656592547414,0.010158415283841725,False,100,50,15,2210.8624803400003,0.021073837077251308
2915.568676403469,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
1540.641803122554,0.026837854210846425,False,100,50,15,2210.8624803400003,0.021073837077251308
2586.334999057685,0.004696619542603716,False,100,50,15,2210.8624803400003,0.021073837077251308
2654.8643293579444,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
2804.802199921736,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
2698.9300081869937,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
1895.686234245857,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
1961.2573299519593,0.004323979567061506,False,100,50,15,2210.8624803400003,0.021073837077251308
2415.283861464113,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
2269.0534422330284,0.00043482555232849876,False,100,50,15,2210.8624803400003,0.021073837077251308
2279.686038834653,0.011056782402556548,False,100,50,15,2210.8624803400003,0.021073837077251308
2260.1376610806806,0.0033262049699173068,False,100,50,15,2210.8624803400003,0.021073837077251308
3145.28638533967,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
1696.074468804258,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
1445.2413448570524,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
2921.3990707341713,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
2733.32925593257,0.01683201609633885,False,100,50,15,2210.8624803400003,0.021073837077251308
3027.242978124804,0.01845388833636595,False,100,50,15,2210.8624803400003,0.021073837077251308
2659.0937063393276,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
2451.290640128902,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
2209.0009672370766,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
1732.9617964501117,0.002798851181357735,False,100,50,15,2210.8624803400003,0.021073837077251308
2217.6759133540268,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
2236.376998377584,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
2888.455328469084,0.0004947678044040601,False,100,50,15,2210.8624803400003,0.021073837077251308
2882.6899921611316,0.005009203531538541,False,100,50,15,2210.8624803400003,0.021073837077251308
2544.5420708488286,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
2182.1204117080747,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
1416.5190600376995,0.024545802963103207,False,100,50,15,2210.8624803400003,0.021073837077251308
1286.7437283769916,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
3547.224821920963,0.021108180573611374,False,100,50,15,2210.8624803400003,0.021073837077251308
43.39569823986142,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
718.6250029005315,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
636.2395362361759,0.024063288032988798,False,100,50,15,2210.8624803400003,0.021073837077251308
1134.3376379740598,0.017410295165347336,False,100,50,15,2210.8624803400003,0.021073837077251308
2365.38627068483,0.007311954817193526,False,100,50,15,2210.8624803400003,0.021073837077251308
1296.2855396178768,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
1902.5616422765902,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
1662.4353612660475,0.014493287006577395,False,100,50,15,2210.8624803400003,0.021073837077251308
1761.132262341337,0.008312608520504767,False,100,50,15,2210.8624803400003,0.021073837077251308
2354.6552515093485,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
2794.497384879624,0.0198707863704079,False,100,50,15,2210.8624803400003,0.021073837077251308
2082.103848761418,0.0020564596362687717,False,100,50,15,2210.8624803400003,0.021073837077251308
1416.4319936590587,0.0020261734472840926,False,100,50,15,2210.8624803400003,0.021073837077251308
2482.3814006996927,0.00020987262200296476,False,100,50,15,2210.8624803400003,0.021073837077251308
2538.2491697438945,0.038590462013734936,False,100,50,15,2210.8624803400003,0.021073837077251308
57.34479431060483,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
926.818134486975,0.031063317389339797,False,100,50,15,2210.8624803400003,0.021073837077251308
2302.2060526171454,0.038384719223983,False,100,50,15,2210.8624803400003,0.021073837077251308
1318.2468807801356,0.015168918671954747,False,100,50,15,2210.8624803400003,0.021073837077251308
893.4074509914312,0.003415335798866934,False,100,50,15,2210.8624803400003,0.021073837077251308
266.36334863350123,0.019283955023457408,False,100,50,15,2210.8624803400003,0.021073837077251308
907.9819023937134,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
1810.301330719739,0.0,False,100,50,15,2210.8624803400003,0.021073837077251308
555.3864290705516,0.026128290116832088,False,100,50,15,2210.8624803400003,0.021073837077251308
