growth_rate,production,is_pareto,n_batch,n_start,n_candidates,init_growth_rate,init_production
0.85,0.007943700307582622,False,100,50,15,0.85,0.021073837077251308
0.5567233671254583,0.0,False,100,50,15,0.85,0.021073837077251308
0.6995443481833579,0.0,False,100,50,15,0.85,0.021073837077251308
0.1863858650082841,0.0,False,100,50,15,0.85,0.021073837077251308
0.7477554729566899,0.0,False,100,50,15,0.85,0.021073837077251308
0.85,0.0059630703498844825,False,100,50,15,0.85,0.021073837077251308
0.5730648138118423,0.0,False,100,50,15,0.85,0.021073837077251308
0.719714100178308,0.0,False,100,50,15,0.85,0.021073837077251308
0.5039277248941086,0.0,False,100,50,15,0.85,0.021073837077251308
0.7866350900878515,0.0,False,100,50,15,0.85,0.021073837077251308
0.7531196738531889,0.0,False,100,50,15,0.85,0.021073837077251308
0.6315248786668771,0.0,False,100,50,15,0.85,0.021073837077251308
0.85,0.0031235478161075556,False,100,50,15,0.85,0.021073837077251308
0.35073095667566195,0.0,False,100,50,15,0.85,0.021073837077251308
0.7825391468753876,0.007797630317475322,False,100,50,15,0.85,0.021073837077251308
0.85,0.011431512940398614,False,100,50,15,0.85,0.021073837077251308
0.14494915858010077,0.0,False,100,50,15,0.85,0.021073837077251308
0.6360980781258414,0.0,False,100,50,15,0.85,0.021073837077251308
0.85,0.015343630525457832,False,100,50,15,0.85,0.021073837077251308
0.44490102981141644,0.0,False,100,50,15,0.85,0.021073837077251308
0.85,0.006199669951703488,False,100,50,15,0.85,0.021073837077251308
0.4405298198443692,0.0,False,100,50,15,0.85,0.021073837077251308
0.4105425206284756,0.0,False,100,50,15,0.85,0.021073837077251308
0.8028926894236755,0.0,False,100,50,15,0.85,0.021073837077251308
0.4788302872297521,0.0,False,100,50,15,0.85,0.021073837077251308
0.1725247544261935,0.0,False,100,50,15,0.85,0.021073837077251308
0.23032963997752187,0.0,False,100,50,15,0.85,0.021073837077251308
0.5515999959907919,0.0,False,100,50,15,0.85,0.021073837077251308
0.5753188278164365,0.0,False,100,50,15,0.85,0.021073837077251308
0.799871059761091,0.0,False,100,50,15,0.85,0.021073837077251308
0.85,0.013422215023640003,False,100,50,15,0.85,0.021073837077251308
0.6908415251807871,0.0,False,100,50,15,0.85,0.021073837077251308
0.7072483395139516,0.0,False,100,50,15,0.85,0.021073837077251308
0.85,0.005714788189901383,False,100,50,15,0.85,0.021073837077251308
0.85,0.004757734202224653,False,100,50,15,0.85,0.021073837077251308
0.6055730819785049,0.0,False,100,50,15,0.85,0.021073837077251308
0.85,0.007084378180974408,False,100,50,15,0.85,0.021073837077251308
0.85,0.019987338003118152,False,100,50,15,0.85,0.021073837077251308
0.6306002682570798,0.0,False,100,50,15,0.85,0.021073837077251308
0.49077131203810814,0.0,False,100,50,15,0.85,0.021073837077251308
0.7848945190872115,0.0,False,100,50,15,0.85,0.021073837077251308
0.5222353932643442,0.0,False,100,50,15,0.85,0.021073837077251308
0.4753987571926302,0.0,False,100,50,15,0.85,0.021073837077251308
0.19517338910830306,0.0,False,100,50,15,0.85,0.021073837077251308
0.6074959479594754,0.0,False,100,50,15,0.85,0.021073837077251308
0.33033888291423386,0.0,False,100,50,15,0.85,0.021073837077251308
0.85,0.0024013884378308553,False,100,50,15,0.85,0.021073837077251308
0.013942418282761982,0.0,False,100,50,15,0.85,0.021073837077251308
0.31369334396364856,0.0,False,100,50,15,0.85,0.021073837077251308
0.7421556832824756,0.0,False,100,50,15,0.85,0.021073837077251308
0.0,0.05970055352304884,False,100,50,15,0.85,0.021073837077251308
0.0,0.059263891221297806,False,100,50,15,0.85,0.021073837077251308
0.0,0.062224369985747464,False,100,50,15,0.85,0.021073837077251308
0.7655147891912036,0.0,False,100,50,15,0.85,0.021073837077251308
0.85,0.001975134671649795,False,100,50,15,0.85,0.021073837077251308
0.17496001890250637,0.0,False,100,50,15,0.85,0.021073837077251308
0.0,0.05722132969728212,False,100,50,15,0.85,0.021073837077251308
0.0,0.05455777992864445,False,100,50,15,0.85,0.021073837077251308
0.0,0.06165410256993199,False,100,50,15,0.85,0.021073837077251308
0.85,0.010244683272445076,False,100,50,15,0.85,0.021073837077251308
0.85,0.02557684413220449,False,100,50,15,0.85,0.021073837077251308
0.85,0.008662649385749737,False,100,50,15,0.85,0.021073837077251308
0.85,0.0005540752810399271,False,100,50,15,0.85,0.021073837077251308
0.85,0.012606292377977304,False,100,50,15,0.85,0.021073837077251308
0.85,0.004040847917844707,False,100,50,15,0.85,0.021073837077251308
0.85,0.026365631569234833,False,100,50,15,0.85,0.021073837077251308
0.85,0.026811755007668824,False,100,50,15,0.85,0.021073837077251308
6.966448562782597e-14,0.06269558197265143,False,100,50,15,0.85,0.021073837077251308
0.85,0.026291398548630187,False,100,50,15,0.85,0.021073837077251308
1.2243005089405643e-16,0.06292724956855633,False,100,50,15,0.85,0.021073837077251308
0.85,0.026590298205993103,False,100,50,15,0.85,0.021073837077251308
0.0,0.06061888755684958,False,100,50,15,0.85,0.021073837077251308
0.85,0.02665341471489639,False,100,50,15,0.85,0.021073837077251308
0.85,0.025829255414532758,False,100,50,15,0.85,0.021073837077251308
0.0,0.062333070609330965,False,100,50,15,0.85,0.021073837077251308
0.85,0.026700375727312323,False,100,50,15,0.85,0.021073837077251308
0.85,0.02653285693539017,False,100,50,15,0.85,0.021073837077251308
0.0,0.06274183444989416,False,100,50,15,0.85,0.021073837077251308
0.85,0.02600197676807346,False,100,50,15,0.85,0.021073837077251308
3.2920521737873794e-13,0.05648969108305093,False,100,50,15,0.85,0.021073837077251308
0.85,0.02754391737767894,False,100,50,15,0.85,0.021073837077251308
0.85,0.026184824888324618,False,100,50,15,0.85,0.021073837077251308
0.85,0.025982774135814565,False,100,50,15,0.85,0.021073837077251308
0.85,0.019788456821577614,False,100,50,15,0.85,0.021073837077251308
0.85,0.026031649597824183,False,100,50,15,0.85,0.021073837077251308
0.85,0.01797193103353388,False,100,50,15,0.85,0.021073837077251308
0.85,0.022729186699273454,False,100,50,15,0.85,0.021073837077251308
0.85,0.025215523643154384,False,100,50,15,0.85,0.021073837077251308
0.85,0.015960926040056528,False,100,50,15,0.85,0.021073837077251308
0.85,0.020120186333122243,False,100,50,15,0.85,0.021073837077251308
0.85,0.02730209020905646,False,100,50,15,0.85,0.021073837077251308
0.85,0.007831599124651705,False,100,50,15,0.85,0.021073837077251308
0.6666543342769128,0.0,False,100,50,15,0.85,0.021073837077251308
0.85,0.0053942912896974265,False,100,50,15,0.85,0.021073837077251308
0.7318468414281606,0.020189380624533782,False,100,50,15,0.85,0.021073837077251308
0.85,0.02754459129117289,False,100,50,15,0.85,0.021073837077251308
0.85,0.02754459129117317,False,100,50,15,0.85,0.021073837077251308
0.85,0.026378378354955954,False,100,50,15,0.85,0.021073837077251308
7.209737809282272e-14,0.06380084097398218,True,100,50,15,0.85,0.021073837077251308
0.0,0.06380084097398911,False,100,50,15,0.85,0.021073837077251308
0.85,0.0028188109549613515,False,100,50,15,0.85,0.021073837077251308
0.0,0.06380084097398482,False,100,50,15,0.85,0.021073837077251308
2.4822609208467008e-12,0.05942555875488936,False,100,50,15,0.85,0.021073837077251308
0.85,0.02100950939677946,False,100,50,15,0.85,0.021073837077251308
0.85,0.027544591291173183,False,100,50,15,0.85,0.021073837077251308
0.85,0.021629248491987534,False,100,50,15,0.85,0.021073837077251308
0.0,0.0619383007245663,False,100,50,15,0.85,0.021073837077251308
0.0,0.060147480963628805,False,100,50,15,0.85,0.021073837077251308
0.85,0.021451311463541192,False,100,50,15,0.85,0.021073837077251308
0.4065895078018753,0.04329073489791764,False,100,50,15,0.85,0.021073837077251308
0.85,0.025903101756468375,False,100,50,15,0.85,0.021073837077251308
0.0,0.0,False,100,50,15,0.85,0.021073837077251308
0.0,0.0,False,100,50,15,0.85,0.021073837077251308
0.0,0.054493354376579435,False,100,50,15,0.85,0.021073837077251308
0.85,0.019158808652105952,False,100,50,15,0.85,0.021073837077251308
0.85,0.02038411552180418,False,100,50,15,0.85,0.021073837077251308
0.0,0.058312066863197495,False,100,50,15,0.85,0.021073837077251308
1.8303393969761476e-31,0.0,False,100,50,15,0.85,0.021073837077251308
0.85,0.02351521336964993,False,100,50,15,0.85,0.021073837077251308
0.85,0.019129385780357153,False,100,50,15,0.85,0.021073837077251308
0.0,0.061429384374768414,False,100,50,15,0.85,0.021073837077251308
0.85,0.02191219268899842,False,100,50,15,0.85,0.021073837077251308
0.85,0.017135667794402225,False,100,50,15,0.85,0.021073837077251308
0.85,0.017806621206931116,False,100,50,15,0.85,0.021073837077251308
0.85,0.015858109828448073,False,100,50,15,0.85,0.021073837077251308
0.85,0.02582014460106394,False,100,50,15,0.85,0.021073837077251308
0.85,0.020322582964960027,False,100,50,15,0.85,0.021073837077251308
0.0,0.027699622934241417,False,100,50,15,0.85,0.021073837077251308
0.85,0.016045491310597605,False,100,50,15,0.85,0.021073837077251308
0.85,0.025369359385895476,False,100,50,15,0.85,0.021073837077251308
0.85,0.0238201086234008,False,100,50,15,0.85,0.021073837077251308
0.0,0.04891908620106483,False,100,50,15,0.85,0.021073837077251308
0.508095080881186,0.0,False,100,50,15,0.85,0.021073837077251308
0.0,0.06256904599425342,False,100,50,15,0.85,0.021073837077251308
0.85,0.014805669755975373,False,100,50,15,0.85,0.021073837077251308
0.326236551334476,0.0,False,100,50,15,0.85,0.021073837077251308
0.85,0.0075182608161668595,False,100,50,15,0.85,0.021073837077251308
0.15851017941294004,0.028620366285109708,False,100,50,15,0.85,0.021073837077251308
0.85,0.019219490429821857,False,100,50,15,0.85,0.021073837077251308
0.85,0.0039247722084251365,False,100,50,15,0.85,0.021073837077251308
0.0,0.06378410353410811,False,100,50,15,0.85,0.021073837077251308
0.0,0.060802231706927085,False,100,50,15,0.85,0.021073837077251308
0.0,0.06380084097398503,False,100,50,15,0.85,0.021073837077251308
0.0,0.063800840973984,False,100,50,15,0.85,0.021073837077251308
0.0,0.06345002958153008,False,100,50,15,0.85,0.021073837077251308
